"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Ansonia","0900901220","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2010-2014","Asian Alone","Number","Per Capita Income",33341
"Ansonia","0900901220","2010-2014","Asian Alone","Number","Margins of Error",23981
"Ansonia","0900901220","2010-2014","Black or African American Alone","Number","Per Capita Income",13651
"Ansonia","0900901220","2010-2014","Black or African American Alone","Number","Margins of Error",4097
"Ansonia","0900901220","2010-2014","Hispanic or Latino","Number","Per Capita Income",13401
"Ansonia","0900901220","2010-2014","Hispanic or Latino","Number","Margins of Error",2709
"Ansonia","0900901220","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2010-2014","Some Other Race Alone","Number","Per Capita Income",15989
"Ansonia","0900901220","2010-2014","Some Other Race Alone","Number","Margins of Error",3790
"Ansonia","0900901220","2010-2014","Two or More Races","Number","Per Capita Income",8721
"Ansonia","0900901220","2010-2014","Two or More Races","Number","Margins of Error",11036
"Ansonia","0900901220","2010-2014","White Alone","Number","Per Capita Income",26521
"Ansonia","0900901220","2010-2014","White Alone","Number","Margins of Error",2064
"Ansonia","0900901220","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",29706
"Ansonia","0900901220","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",2441
"Ansonia","0900901220","2011-2015","All","Number","Per Capita Income",24359
"Ansonia","0900901220","2011-2015","All","Number","Margins of Error",1743
"Ansonia","0900901220","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Ansonia","0900901220","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2011-2015","Asian Alone","Number","Per Capita Income",24191
"Ansonia","0900901220","2011-2015","Asian Alone","Number","Margins of Error",7020
"Ansonia","0900901220","2011-2015","Black or African American Alone","Number","Per Capita Income",12901
"Ansonia","0900901220","2011-2015","Black or African American Alone","Number","Margins of Error",3985
"Ansonia","0900901220","2011-2015","Hispanic or Latino","Number","Per Capita Income",13334
"Ansonia","0900901220","2011-2015","Hispanic or Latino","Number","Margins of Error",3004
"Ansonia","0900901220","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2011-2015","Some Other Race Alone","Number","Per Capita Income",14062
"Ansonia","0900901220","2011-2015","Some Other Race Alone","Number","Margins of Error",3968
"Ansonia","0900901220","2011-2015","Two or More Races","Number","Per Capita Income",5543
"Ansonia","0900901220","2011-2015","Two or More Races","Number","Margins of Error",3132
"Ansonia","0900901220","2011-2015","White Alone","Number","Per Capita Income",27016
"Ansonia","0900901220","2011-2015","White Alone","Number","Margins of Error",2426
"Ansonia","0900901220","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",29607
"Ansonia","0900901220","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",2340
"Ansonia","0900901220","2012-2016","All","Number","Per Capita Income",23937
"Ansonia","0900901220","2012-2016","All","Number","Margins of Error",1382
"Ansonia","0900901220","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Ansonia","0900901220","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2012-2016","Asian Alone","Number","Per Capita Income",20316
"Ansonia","0900901220","2012-2016","Asian Alone","Number","Margins of Error",5887
"Ansonia","0900901220","2012-2016","Black or African American Alone","Number","Per Capita Income",13867
"Ansonia","0900901220","2012-2016","Black or African American Alone","Number","Margins of Error",4161
"Ansonia","0900901220","2012-2016","Hispanic or Latino","Number","Per Capita Income",17332
"Ansonia","0900901220","2012-2016","Hispanic or Latino","Number","Margins of Error",4186
"Ansonia","0900901220","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2012-2016","Some Other Race Alone","Number","Per Capita Income",17226
"Ansonia","0900901220","2012-2016","Some Other Race Alone","Number","Margins of Error",5463
"Ansonia","0900901220","2012-2016","Two or More Races","Number","Per Capita Income",8444
"Ansonia","0900901220","2012-2016","Two or More Races","Number","Margins of Error",3583
"Ansonia","0900901220","2012-2016","White Alone","Number","Per Capita Income",26814
"Ansonia","0900901220","2012-2016","White Alone","Number","Margins of Error",1989
"Ansonia","0900901220","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",28775
"Ansonia","0900901220","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",2067
"Ansonia","0900901220","2013-2017","All","Number","Per Capita Income",24896
"Ansonia","0900901220","2013-2017","All","Number","Margins of Error",1632
"Ansonia","0900901220","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Ansonia","0900901220","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2013-2017","Asian Alone","Number","Per Capita Income",21873
"Ansonia","0900901220","2013-2017","Asian Alone","Number","Margins of Error",9396
"Ansonia","0900901220","2013-2017","Black or African American Alone","Number","Per Capita Income",15683
"Ansonia","0900901220","2013-2017","Black or African American Alone","Number","Margins of Error",5008
"Ansonia","0900901220","2013-2017","Hispanic or Latino","Number","Per Capita Income",14906
"Ansonia","0900901220","2013-2017","Hispanic or Latino","Number","Margins of Error",2311
"Ansonia","0900901220","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2013-2017","Some Other Race Alone","Number","Per Capita Income",14587
"Ansonia","0900901220","2013-2017","Some Other Race Alone","Number","Margins of Error",4485
"Ansonia","0900901220","2013-2017","Two or More Races","Number","Per Capita Income",8706
"Ansonia","0900901220","2013-2017","Two or More Races","Number","Margins of Error",3656
"Ansonia","0900901220","2013-2017","White Alone","Number","Per Capita Income",28262
"Ansonia","0900901220","2013-2017","White Alone","Number","Margins of Error",2043
"Ansonia","0900901220","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",30706
"Ansonia","0900901220","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",2153
"Ansonia","0900901220","2014-2018","All","Number","Per Capita Income",28009
"Ansonia","0900901220","2014-2018","All","Number","Margins of Error",1860
"Ansonia","0900901220","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Ansonia","0900901220","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2014-2018","Asian Alone","Number","Per Capita Income",30423
"Ansonia","0900901220","2014-2018","Asian Alone","Number","Margins of Error",13625
"Ansonia","0900901220","2014-2018","Black or African American Alone","Number","Per Capita Income",15946
"Ansonia","0900901220","2014-2018","Black or African American Alone","Number","Margins of Error",4108
"Ansonia","0900901220","2014-2018","Hispanic or Latino","Number","Per Capita Income",17963
"Ansonia","0900901220","2014-2018","Hispanic or Latino","Number","Margins of Error",2979
"Ansonia","0900901220","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2014-2018","Some Other Race Alone","Number","Per Capita Income",16477
"Ansonia","0900901220","2014-2018","Some Other Race Alone","Number","Margins of Error",4823
"Ansonia","0900901220","2014-2018","Two or More Races","Number","Per Capita Income",11647
"Ansonia","0900901220","2014-2018","Two or More Races","Number","Margins of Error",3552
"Ansonia","0900901220","2014-2018","White Alone","Number","Per Capita Income",32803
"Ansonia","0900901220","2014-2018","White Alone","Number","Margins of Error",2597
"Ansonia","0900901220","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",34681
"Ansonia","0900901220","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",2715
"Ansonia","0900901220","2015-2019","All","Number","Per Capita Income",30160
"Ansonia","0900901220","2015-2019","All","Number","Margins of Error",2050
"Ansonia","0900901220","2015-2019","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Ansonia","0900901220","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2015-2019","Asian Alone","Number","Per Capita Income",28254
"Ansonia","0900901220","2015-2019","Asian Alone","Number","Margins of Error",7260
"Ansonia","0900901220","2015-2019","Black or African American Alone","Number","Per Capita Income",19228
"Ansonia","0900901220","2015-2019","Black or African American Alone","Number","Margins of Error",4744
"Ansonia","0900901220","2015-2019","Hispanic or Latino","Number","Per Capita Income",20467
"Ansonia","0900901220","2015-2019","Hispanic or Latino","Number","Margins of Error",4126
"Ansonia","0900901220","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2015-2019","Some Other Race Alone","Number","Per Capita Income",17250
"Ansonia","0900901220","2015-2019","Some Other Race Alone","Number","Margins of Error",8151
"Ansonia","0900901220","2015-2019","Two or More Races","Number","Per Capita Income",11784
"Ansonia","0900901220","2015-2019","Two or More Races","Number","Margins of Error",3601
"Ansonia","0900901220","2015-2019","White Alone","Number","Per Capita Income",34740
"Ansonia","0900901220","2015-2019","White Alone","Number","Margins of Error",2727
"Ansonia","0900901220","2015-2019","White Alone Not Hispanic or Latino","Number","Per Capita Income",36619
"Ansonia","0900901220","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",2859
"Ansonia","0900901220","2016-2020","All","Number","Per Capita Income",30285
"Ansonia","0900901220","2016-2020","All","Number","Margins of Error",2063
"Ansonia","0900901220","2016-2020","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Ansonia","0900901220","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Ansonia","0900901220","2016-2020","Asian Alone","Number","Per Capita Income",26204
"Ansonia","0900901220","2016-2020","Asian Alone","Number","Margins of Error",16444
"Ansonia","0900901220","2016-2020","Black or African American Alone","Number","Per Capita Income",20696
"Ansonia","0900901220","2016-2020","Black or African American Alone","Number","Margins of Error",5242
"Ansonia","0900901220","2016-2020","Hispanic or Latino","Number","Per Capita Income",21459
"Ansonia","0900901220","2016-2020","Hispanic or Latino","Number","Margins of Error",3002
"Ansonia","0900901220","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Ansonia","0900901220","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Ansonia","0900901220","2016-2020","Some Other Race Alone","Number","Per Capita Income",20035
"Ansonia","0900901220","2016-2020","Some Other Race Alone","Number","Margins of Error",6682
